Year,State,County,loc_ID,x,y,e_1_1,e_1_2,e_1_3,e_1_4,e_1_5,e_1_6,e_1_7,e_1_8,e_2_1,e_2_2,e_2_3,e_2_4,e_2_5,e_2_6,e_2_7,e_2_8,e_3_1,e_3_2,e_3_3,e_3_4,e_3_5,e_3_6,e_3_7,e_3_8,e_4_1,e_4_2,e_4_3,e_4_4,e_4_5,e_4_6,e_4_7,e_4_8,s_1_1,s_1_2,s_1_3,s_1_4,s_1_5,s_1_6,s_1_7,s_1_8,rs_1_1,rs_1_2,rs_1_3,rs_1_4,rs_1_5,rs_1_6,rs_2_1,rs_2_2,rs_2_3,rs_2_4,rs_2_5,rs_2_6,rs_3_1,rs_3_2,rs_3_3,rs_3_4,rs_3_5,rs_3_6,rs_4_1,rs_4_2,rs_4_3,rs_4_4,rs_4_5,rs_4_6,rs_5_1,rs_5_2,rs_5_3,rs_5_4,rs_5_5,rs_5_6,yield
2006,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,45.9,54.1,1,31.5,8.5,53.1,104.7,114.1,34.7,114.7,74.4,90.3,44.5,185.6,136.4,133.9,19.5,13.73,2.26,9.05,5.35,10.73,20.04,21.81,7.3,1.19,-5.54,-0.12,-4.89,0.38,7.76,10.63,28.6,83.4,88.2,102.1,102.1,102.1,102.1,102.1,14864.25,14739.75,15156.75,15156,15064.25,14979.75,14120.5,14395,14605.5,14674.75,14535.75,14302.75,816,1544.25,728.5,433.75,334,548.25,2716.5,3644.25,2910.5,3710,3596.25,2790.5,1345.75,1583.75,1702.5,1054.5,705.5,873.75,65.8
2007,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,68.1,41.7,34.8,9.4,0,59.5,93.8,101,125.9,91.8,139.8,134.1,78.6,94.3,118.5,38.5,17.14,12.97,9.1,4.88,-0.87,15.31,16.36,26.13,5.04,2.26,-0.85,-3.13,-10.61,3.82,4.88,12.76,102.1,102.1,102.1,102.1,102.1,102.1,102.1,37.5,14812.75,14777,15233.25,15152.75,15251.75,15136,14025,14490.75,14541.25,14593.25,14726.75,14447.25,822,909.5,900.25,416.75,369,599.75,2307,2963.5,3312,3800,3904,2504,1576.5,1341.75,1816.75,956.25,833,1051,57.6
2008,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,87.1,51.6,22.7,0.8,1.8,50.6,88.8,121.6,93.1,56,140,71.8,114.7,238.9,81.4,172,22.64,12.31,6.24,3.27,3.53,9.81,18.12,21.41,10.07,1.06,-1.97,-6.33,-5.3,-0.15,6.05,9.73,15.4,17,102.1,102.1,102.1,102.1,93.1,102.1,14653,14780.25,15160,15095.75,14985,14824,14008.75,14116,14649.75,14716.5,14559,14342,793.5,656.5,685.25,650,407.5,526.25,1840.25,2639.5,2703.25,3387,3858.75,3176.75,1225,901,1031.75,1290.75,827.75,939.75,62.5
2009,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,52.7,43.9,8,0,14.4,73.1,94.2,119.3,50.1,61.7,132.2,53.1,50.3,53.7,151.2,166.2,20.14,10.9,5.64,0.12,6.29,14.03,17.74,23.13,6.04,0.06,-4.97,-9.35,-4.15,1.82,6.38,11.64,19,33.7,80.2,80.2,102.1,102.1,102.1,102.1,14456.75,14786,15092.5,15035.25,15007.5,14783.5,13991.75,14370,14617.25,14579,14533.25,14305.5,1080.25,800.75,700.5,662.25,709,544,2321.75,2997,3337.25,3314.25,3888.5,3091.75,1320.25,1007,975.25,1105.75,1530.25,1125.75,65
2010,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,66.3,38.5,8.3,0,0,56,102.4,116,167.5,26.1,79.9,49.1,41,81.6,84.5,131.4,16.4,14.3,4.36,0.2,0.7,12.99,21.36,24.14,5.4,3.33,-3.64,-7.21,-7.13,1.71,8.21,13.54,102.1,88.4,102.1,102.1,102.1,102.1,79.9,88.7,14800.75,14938,15045.5,15151.75,15087.5,14925.75,14175.25,14356.75,14663,14808.25,14672,14343,886,635.5,823.75,410.75,619.25,539.5,2800.75,3172.25,3469.75,3372.75,3043.25,2392.75,1526.25,1127,1227.5,722.25,1166.5,915.5,63.6
2011,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,32.3,55.6,0,0,13.8,59.8,92.1,98.7,30,163.3,39.9,45.4,124,114.1,258.8,159.8,22.2,13.93,0.71,-0.03,5.97,11.5,19.41,22.73,6.47,0.6,-6.54,-7.7,-4.14,1.52,7.46,12.39,17,102.1,102.1,102.1,102.1,102.1,102.1,102.1,14628,14857.25,15029,15222.75,15144.75,14922.75,14057.75,14399,14722,14854,14670.25,14249,838.5,526.75,837.75,616.75,633,589,2346.5,2985.25,3036.75,3216,3381,2899.25,1238.75,895,892.5,1262.5,1292,1173.5,57.5
2012,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,79.3,52.1,29.1,14.8,32.6,81.3,97.3,117.5,83.3,178.5,132.6,97.6,40.5,101.7,79.7,89.9,19.49,14.6,7.96,6.01,7.65,18.41,18.97,26.73,5.96,4.06,-0.45,-3.8,-2.19,6.32,6.08,14.1,72.6,102.1,102.1,102.1,102.1,102.1,80.4,48.3,14712.25,15168.25,15304.75,15422.25,15184,14793.75,14138.75,14450.75,14602.75,14808.75,14576.25,14256.5,584,681.75,788.75,547,336,482.5,2914,3339.75,3393,3971.5,4283.5,3169,947,1102,1465.75,1066,800.25,870,81.2
2013,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,73.5,43,24.9,3.6,4.4,45,88.3,111,81.8,36.6,109.6,112.5,49.6,85.9,150.4,104.2,17.67,13.04,8.46,4.71,4.49,7.08,18.05,23.93,6,0.19,0.46,-4.5,-4.95,-1.89,5.79,13.1,78,69.7,102.1,102.1,102.1,102.1,102.1,90,14627,14810.5,15081.25,15094,15132,14986.25,14099.5,14399.75,14424.5,14628,14587.25,14428.25,824.25,557.5,528.25,471.75,661.75,912.25,2254.5,2929,2935.25,3818.25,3559.25,2860.5,1500,821.75,748.75,976.75,1196,1984.5,97.6
2014,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,67.2,46.1,10.5,0,0,57.4,102.2,121.8,144.7,71.5,121.3,60.2,70.1,65.4,174.1,113,19.47,10.34,5.11,0.51,1.23,9.48,18.98,24.18,7,-0.31,-3.56,-10.7,-8.6,-3.08,6.53,12.27,94.6,102.1,102.1,102.1,102.1,102.1,102.1,87.5,14696.5,14763.5,15005.5,15014.25,15046.25,14838.5,13997.5,14388.25,14674,14482.25,14609.75,14269.25,947.5,759,1331.5,431.75,307.25,514.25,2352.75,3366.5,3793.75,4538,4138,3214,1664.75,1234,1484.5,900,713.25,917.75,86.8
2015,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,71.2,40.7,21.5,0,0,52.6,92.4,102.4,87.2,63.7,74.3,50.7,57.4,134.5,169.6,67,18.9,8.41,6.13,2.34,-0.81,10.24,18.69,25.21,7.1,-1.84,-1.21,-7.07,-11.32,-0.78,6.92,13.53,35.8,55.4,102.1,102.1,102.1,102.1,102.1,63.2,14685.5,14918.75,15089.5,15118.75,14999.5,14913.25,14042.25,14277.25,14510,14704.25,14616.25,14393.25,790.75,578.5,684.75,403,415,551.75,2550.25,2843,2820.5,3544.5,3263.75,2610.25,1326,1026.75,689.5,887.25,837,1067.5,88.1
2016,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,80.2,54.5,35.2,1.6,23.3,64.2,101.4,109,82.6,97.1,140.1,35.1,85.1,126.1,113.1,104.2,20.17,15.2,11.73,3.7,6.6,15.1,18.5,22.3,7.4,3.66,3.08,-5.9,-3.4,4.4,6,11.1,30.4,68.2,102.1,102.1,102.1,102.1,102.1,92,14687.75,14844.5,15212.75,15000.75,14929.5,14983,14090.5,14311,14672.75,14764.75,14666,14509.5,713,549.25,654,630.25,321.75,342.75,2112,3173,3505.5,3783.25,3776.75,2875.75,1080.25,908.25,1303,840.25,728.25,684.75,83.8
2017,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,55.7,49.2,7.5,16.3,41.1,66.2,105,122.4,46.4,51.7,89.4,95.3,49.4,116.1,141.7,154.6,22.8,15.5,4.5,6.4,12,12.5,21.5,23,9.9,2.8,-3.8,-1.4,0.5,1.8,9.5,11.7,26,25.9,55.9,102.1,102.1,102.1,102.1,102.1,14778.75,14927.5,15235,15153.25,14961.25,15008.5,13974.75,14323.25,14554.5,14713,14471,14498.5,767.5,675.25,532.5,491,300,491.5,2349,3078,3200.75,3937.75,4495.25,3456.75,1188,981.75,1080.25,1142.75,731.5,802.5,76
2018,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,69.6,47.9,4.9,0,24,59.1,85.2,116.5,105.4,103.7,47.1,53.3,169.4,109.6,115.6,109,20.6,12.7,4.7,2.1,8.7,9.3,14.7,27.6,8.5,1.7,-4.9,-7.3,-1.5,-0.7,3,15.8,64.7,102.1,102.1,102.1,102.1,102.1,102.1,89.1,14549.25,15222.25,15196,15106,15089.5,15033.75,13831.5,14540,14742.75,14639.5,14723.25,14469.75,848,707.75,763.5,309.25,325.25,526,1749.75,3429.5,3899,4275.75,4712.75,3068.5,1305.5,1533.25,1717,713.25,780,913,72.9
2019,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,67.2,35.9,28.3,1.7,25.1,56.5,83.5,107,79.6,127.3,119.9,104.1,122.3,115.5,191,136.5,19.7,8.3,8.1,3.6,7.6,9.8,18.8,24.8,7.7,-0.1,-1.1,-5.5,-2.6,-1.5,6.4,12.4,102.1,102.1,102.1,102.1,102.1,102.1,102.1,102.1,14583,14932.75,15145,15158,14933.25,14966.25,14099,14462,14540,14724.75,14636.25,14553.5,798,1725.75,418.75,495,320.25,470.25,2145.5,3720.5,3421.75,3952.5,3706.75,3097.5,1124.5,955,833.5,1232,770.5,1048.5,75.3
2020,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,88.1,39.9,30.5,28.4,16.8,71.2,76,100.9,124.6,93.7,101.9,98.1,84.8,108.4,65.3,144.8,21.5,9.1,8.7,6.4,6.1,13.9,16.6,21.8,7.9,-1.6,-0.5,-2.4,-3.8,2.8,4.5,9.9,57.7,102.1,102.1,102.1,102.1,102.1,88.1,102.1,14556.25,14740.5,15217.5,15101.5,15007.5,14876,14027,14205.5,14605,14765.25,14608.75,14295.25,713,1371,507.75,353.25,340.75,459.75,2460.5,3320,3309.25,4146.5,4644.75,3166.5,1415,1163.25,1093.75,857.25,808.25,835.25,71.9
2021,INDIANA,BARTHOLOMEW,3,-85.89822777,39.20600369,74.3,57.9,24.4,3.3,0,72.8,99.7,107.5,112.3,104,49.9,72.4,79.4,90.2,116.5,92.5,19.6,14.7,6.3,4.2,2.1,14.3,18.1,22.1,6.4,3.8,-2.6,-4.6,-7.8,3.1,6,10.2,53,93.9,102.1,102.1,102.1,102.1,102.1,82.4,14702.75,14695.75,15199.25,15010,14983.25,15004.25,14044.75,13928.75,14599.25,14679.25,14701.75,14470.25,749.25,964.5,708.25,374.5,278.75,442.25,2072.75,3305.5,4247.5,4195,3894.25,2409.5,1389,1498.25,1553.75,790,586,808.25,84.6
2003,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,52.6,32.9,1.5,0,0,37.2,74.2,87.5,54.1,63.7,61.2,37.5,59.6,65.2,58.1,163.2,15.55,7.83,2.41,-3.33,-1.34,9.51,15.97,19.35,5.35,-0.09,-4.66,-11.39,-9.77,-2.28,4.19,9.17,11.3,38.9,44.1,44.1,44.1,74.6,61.2,74.6,14669.25,14810.5,15156.5,14981.25,15031.75,14720.75,13811.25,13946,14364,14502.5,14436.5,14111,1329,1124,1184.75,514.75,626,777.25,2485.5,2751.25,3278.5,3528.25,3789.25,3034,2427.25,2115,2283.25,925.75,1049.75,1397.5,79
2004,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,62.4,35.4,4.8,0,0,36.8,68.3,103.2,55.8,88.2,65.9,77.2,16.1,75,36.1,141.9,17.12,11.96,3.41,-1.98,2.12,9.66,16.34,22.89,4.69,2.57,-3.47,-10.33,-7.36,0.31,4.49,11.82,65.3,74.6,74.6,74.6,74.6,74.6,42.5,74.2,14671,14658.5,14940.5,14810.25,14855.25,14841,13773,14133.5,14439.25,14487,14241.25,14165.5,1555.5,1377.5,818.75,696.5,411.5,622.75,2900,3497.75,3474.75,4744.5,4412,3302.75,2913.75,2324,1367,1049,868.25,1079.75,77
2005,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,68.7,34.4,1,0,1.4,19.5,92.1,92.6,71.9,95.8,66.3,140.9,56.8,45.4,84.8,50,17.58,10.83,3.04,0.36,3.39,5.97,16.84,19.9,6.15,2.59,-5.53,-7.53,-5.19,-3.94,4.6,7.48,26,74.6,74.6,74.6,74.6,74.6,74.6,29.5,14740.5,14915,15341.75,15310.75,15096.25,14879.25,13824.5,14041.75,14402.75,14584.5,14429.5,14344.75,1287,1360,1086.75,595.5,608.75,660,2559.5,3455,3961,3230,3447.5,2830.75,2291,2418.5,2152.75,1257.5,1163.75,1272.75,75
2006,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,41.8,47.6,0,15.5,1.1,38.8,96,105.9,42.1,91.8,65.6,69.6,43.3,87.2,115.2,132.2,17.73,11.62,-0.41,6.21,2.96,8.01,17.93,20.19,6.75,0.62,-6.83,-1.7,-6.63,-1.68,5.51,9.36,10.3,49.9,49.9,74.6,74.6,74.6,74.6,74.6,14601.25,14697.75,15051.25,15112.75,14899.5,14674.75,13822.75,14234,14444.5,14625.25,14405.5,14236.75,1196,1693.25,891,446,1012,639.25,2511.75,3406.75,3517.5,4518.25,4664.25,2764,2109,2310.25,1716.5,960.5,1353.25,1013.25,79
2007,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,64.8,36.3,27.4,0.6,0,43.9,84.2,75.1,125.6,60.2,125.7,126,58,130.7,98.7,29.4,15.52,10.97,6.89,2.06,-4.08,12,14.18,24.64,4.29,1.68,-1.59,-5.15,-13.2,1.11,3.14,11.28,73.2,74.6,74.6,74.6,74.6,74.6,74.6,27.5,14472.25,14947.5,15088,14991,14970.25,14854.25,13675.25,14193,14382.25,14483.25,14509.25,14262,1247.5,1152,804,471.25,521.5,668.25,2729.25,3396.75,3526.75,4447.5,3782.75,2705.75,2030.5,2202.5,1575,888.5,876.25,1166.75,82
2008,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,68.3,45.3,3,0,0,29.6,88.3,119.1,67.2,88.9,119.3,64.9,126,132.2,65.4,131.6,21.08,9.98,3.14,1.14,0.46,6.46,16.5,19.77,9.44,0.37,-3.73,-8.27,-8.21,-2.54,4.37,8.21,17.1,56.2,74.6,74.6,74.6,74.6,74.6,74.6,14550,14772.5,15069.25,14982,14996.5,14763.25,13800.75,13985.25,14420.5,14461.5,14430.75,14136,1406.75,1139,1053.5,641.5,405.25,563.75,2514.25,2801,3327,4253.25,4268.25,3327,2250.25,1910.25,1902.75,1196.5,876,972.5,80
2009,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,51.5,38.8,1.1,0,0.9,59.4,82,107.7,50.9,47.6,129.3,35.8,69,95.9,150.6,94,18.03,8.77,3.03,-3.2,3.46,11.59,15.37,21.63,5.06,-0.48,-6.55,-12.65,-6.61,-0.87,4.45,9.82,13,19.4,27.6,27.6,38.5,74.6,74.6,56.3,14572.25,14821.75,15054,14997.75,14861.75,14682.75,13622,14023,14433.25,14385.75,14356,14114,1548.75,1286.25,1041,477.25,441.25,573.5,2646.25,2693,3393.5,4191.5,4761.75,3452.5,2470.5,2336.5,1894,982.75,771,926.25,79
2010,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,62.2,36.3,1.4,0,0,46.6,91.1,109.6,136.1,29.3,76.7,28,38.7,98,65.1,133.5,14.81,12.42,2.13,-1.9,-1.24,10.91,19.38,22.59,4.85,2.72,-4.83,-8.74,-8.31,-0.27,6.44,12.02,74.6,66.2,71.8,71.8,71.8,74.6,47.1,64.4,14648.75,14867.75,14874.5,15096.75,14939,14841.25,13662,14320.5,14448,14558.25,14496.5,14149.25,1645,1463.5,882,270.25,480.25,804.5,3043.5,3445.5,3910.5,4487,4157.5,2603.25,2625,2435.25,1445,609,860.25,1262,63.4
2011,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,31.3,48.1,0,0,0,44,73.4,90.8,29.4,114.1,26.8,42,103.1,94.8,185.7,138.1,19.94,11.88,-1.05,-2.57,1.98,8.36,16.09,21.23,5.98,-0.46,-7.52,-10.03,-7.01,-1.42,5,11.25,13.3,73.6,73.6,73.6,73.6,74.6,74.6,74.6,14484,14808.5,14981.5,15176.75,14898,14652,13717.25,14227.25,14460,14664.75,14542.25,14145.5,1342.75,1473.75,1217.75,405.5,303.75,1075,2431.25,3119,3786.75,4819,4545.25,3700.25,2224,2607.75,1667.75,900,651.5,1135.5,81
2012,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,75.6,46.7,21.5,1,7.2,65.1,83.6,75.2,85.5,144.2,117.8,80.4,40.5,88.2,61.9,53.7,17.98,12.62,5.71,3.07,4.87,15.7,16.35,25.27,5.62,3.22,-1.37,-5.75,-4.12,4.16,3.88,12.62,74.4,74.6,74.6,74.6,74.6,74.6,49.8,25.5,14554.75,14926.25,15303,15279,15111.25,14869.75,13782,14110.25,14489.5,14690.25,14448.25,14073,1353.75,1506.5,1089.25,442.5,477.25,843.25,2797,3050.25,3682.25,3609,3503.75,2693,2469.5,2154.25,2125,802,841.5,1379.75,86.4
2013,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,69.1,33.3,18.3,0,0,11.9,74.4,102.2,85.5,21.8,84.5,85.5,47.3,62.9,155.1,81,16.12,10.46,6.15,2.05,1.42,4.64,15.26,22.92,5.53,-0.88,-0.72,-6.76,-6.97,-3.74,3.59,11.72,60.5,47.9,74.6,74.6,74.6,74.6,74.6,49.4,14401.25,14883.75,14983.75,15024.75,14951.25,14828.75,13752,14045,14341.5,14482,14445,14270.5,1259.75,1202.25,1200.5,539,476,871.75,2141.75,2713.75,3720.75,4896.5,4458.25,3132.25,2211,1989.5,2076.25,1125.25,759,1371.5,66.8
2014,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,62.9,40,1.1,0,0,7.6,91,112.3,121.3,48.3,98,60.9,71.2,55.9,126.4,105.1,17.91,8.08,2.39,-2.79,-2.23,5.71,16.37,22.33,6.23,-0.68,-5.4,-13.25,-11.8,-5.78,4.09,10.56,67.8,73.7,74.6,74.6,74.6,74.6,74.6,62.2,14620.25,14844,15017,14945.75,14815,14623.75,13795.5,14095.5,14274.5,14402.25,14483,14072.25,1442,1365.75,739.75,369.5,474.75,816.5,2433.25,3091.25,3818.5,4840.25,4367.5,3400.25,2481.5,2390.75,1277,658,777.25,1145.75,92
2015,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,64.4,29,8.2,0,0,29.8,81.6,102.7,73.2,59,59.2,50.5,36.4,81.1,111,88.3,16.88,6.47,3.98,-0.93,-3.98,7.06,16.43,23.62,6.09,-2.48,-2.38,-9.69,-14.2,-3.53,4.45,12.16,24.1,48,74.6,74.6,74.6,74.6,74.6,55.8,14631.25,14883,14935.75,14975.5,14961.25,14823,13770.5,13971.5,14421.5,14537.75,14497,14245.75,1629.25,1421,919,386.5,378.5,662,2735,2909,3512.5,4793,4551.25,3139.5,2643.5,2557.25,1603.25,809.5,738.5,973.5,59.6
2016,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,65,49.8,27.5,0,2,47.8,84.9,98.2,62.7,62.4,119.6,32.4,63.3,120.8,98.6,80.9,18.32,13.26,9.23,1,3.9,12.1,15.5,21,6.64,2.57,1.63,-8,-5.7,1.9,3.6,9.7,17.3,26.8,74.6,74.6,74.6,74.6,74.6,53.3,14582.25,14842.75,15133.25,15098.5,14938.75,14834.25,13763,14044,14508.75,14609.5,14477.75,14355.5,1263,1381.25,1081.25,364.5,313,1640.25,2451.5,3240.5,3866.75,4215,4182.5,3489.75,2026.5,2654.25,2022,699.25,615.5,1233.5,81.4
2017,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,65.3,42.4,0,1.3,29.3,46.9,88.1,111.9,65.2,45.4,73.4,88.8,48,112.6,115.9,137.4,20.2,13.3,1.3,3.4,9.2,8.9,18.8,20.4,8.9,2.3,-5.4,-3.8,-1.9,-0.8,7,9.8,23.1,23.8,23.8,54.9,74.6,74.6,74.6,74.6,14580.25,14751.25,15078.5,15003,14876.5,14999.75,13790.5,14153,14435,14540.75,14326.25,14363.5,1414,1362.5,1183.5,676.75,392,802.25,2598.75,2936,2967.5,4093.25,4608,3478.5,2203.25,2271,2209.75,1403.75,791,1204.25,67
2018,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,65.3,39.7,0,0,3.5,35,72.2,111.9,92.1,108.2,39.4,41.8,125.6,86,102.7,104.6,19.2,10.2,1.9,-0.2,5.3,6.6,12,26,8.1,0.8,-6.5,-9,-4.5,-3,0.8,14.3,40.7,74.6,74.6,74.6,74.6,74.6,74.6,62.6,14602.75,15098.75,15112.75,15021.75,14974.5,14829.75,13490.5,14328.25,14599.75,14504.5,14486,14228.75,1473.25,1241.5,551.25,281.25,360.75,729.25,2390.25,2603.75,3544.25,4494.25,4276.25,2194.5,2138,2292.25,1105.5,580.5,603.25,1210.75,72.9
2019,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,60.5,28.3,16.2,0,2.5,35.2,74.5,91,74.1,104.4,98.1,68.2,71.4,87.5,147.7,114.8,17.6,5.9,5.7,0.3,4.4,7.2,16.4,22.7,6.7,-0.6,-2.4,-8.5,-5.3,-3.4,4.5,10.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,74.6,14560,14799.75,14845.25,15098,14847.5,14732.75,13865,14135.25,14198.5,14527.5,14441,14358.75,1454.25,1279.25,1398.25,727.5,347.75,443.75,2667,2714,3335.5,3600.5,4200.25,3405.5,2335.5,1907,2370,1491.5,715.25,760,45
2020,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,83.4,33,25.1,8.4,1.4,57.4,67,101.7,89.8,41.6,76.2,105.7,76.3,98,52.7,104.1,19.7,7.3,6.6,4.6,3.4,11.3,14.7,20.9,7.1,-2.1,-1.6,-3.9,-5.9,0.6,2.8,9.2,21.2,27.1,73.6,74.6,74.6,74.6,59.1,56.3,14497.75,14618,15160.5,15039.75,15025,14720.75,13880.25,14016.5,14468.5,14587,14458,14138.5,1298.75,1314.25,1069.5,524,371.25,679.5,2528.25,2857,3333.5,4919.75,4129.25,3071.25,2125.5,2289,2092.75,1061.75,770,1018.75,77.9
2021,INDIANA,BLACKFORD,4,-85.32458224,40.47389549,69.9,55.1,13.4,0.8,0,63.6,80.5,111.9,76.6,80.4,37.2,47.6,47.7,65.5,67.8,116.9,17.8,12.9,4.8,2.6,-1.8,12.1,16.3,20.7,5.5,3.3,-3.1,-5.9,-11.1,1.4,4.4,9,14.8,36.1,45.2,48.6,48.6,74.6,58.5,57.7,14648.25,14701.25,15321.5,15139.25,15001.75,15039.5,13871.75,14163,14441.75,14481.5,14524,14324.75,1506.25,1550,1200.25,403,375.25,987.5,2755.5,3265.5,3791,4693.25,4240.5,3196.75,2867.25,2751,2341.5,909.25,717,1399.25,81
2003,INDIANA,BOONE,5,-86.4679817,40.05156365,59.1,32.1,1.8,0,0,43.4,76.9,96.2,63.8,54.1,69.8,36.6,71.9,60.4,61.8,155.1,15.82,8.11,2.9,-2.5,-0.5,10.61,17,20.42,5.36,-0.53,-4.48,-10.75,-8.91,-1.43,4.69,9.38,20.5,39.7,47.9,47.9,47.9,97.6,82.2,97.6,14827.25,14979.5,15126.25,15052.25,15018.25,14840.75,13892.5,14184.75,14446.5,14590.75,14549,14154,1192.5,1039.5,1022,504,660,710,2395.75,2498.25,2990.25,4676.5,4131.5,2871.5,2187.75,2244.5,2181.5,1133.75,1305.5,1251,76.3
2004,INDIANA,BOONE,5,-86.4679817,40.05156365,62.5,35.1,6.2,0,1,42.8,72.8,108.9,56.4,95.6,87,85.2,18.1,107.9,34.8,166.3,17.54,12.18,3.87,-0.96,2.97,10.78,17.56,23.79,4.69,2.4,-3.39,-9.45,-6.58,1,4.95,12.23,88.7,97.6,97.6,97.6,97.6,97.6,59.6,97.6,14811.5,14936,15008.75,14971.75,14968,14961.25,13897.25,14396.75,14454.5,14600.5,14318,14216,1197.75,1150.5,725,396.75,850.25,816,2711,3091.25,3823,4575.5,4038.25,2470.75,2424,2179,1310.75,832.75,1391.25,1501.75,69.2
2005,INDIANA,BOONE,5,-86.4679817,40.05156365,68.7,33.7,1.1,0,5.5,37.7,95,99.8,96.4,111.1,63.1,168.9,60.5,38,95.7,56.7,17.92,11.13,3.27,1.3,4.65,7.19,17.97,21.17,6.29,2.72,-5.37,-6.42,-4.02,-3.11,5.05,7.92,58.3,97.6,97.6,97.6,97.6,97.6,97.6,51.7,14777.5,15128.5,15302.25,15161,15088.25,14978.75,13945.25,14075.5,14545,14657,14540.25,14366,1087.5,1344.5,865.5,634.75,594.75,797.25,2354.5,2866.75,3530.5,3654.5,3370.75,2111.75,2180.5,3079,1996.25,1338.75,1144.25,1565.75,91.2
2006,INDIANA,BOONE,5,-86.4679817,40.05156365,49.7,46.8,0,20.2,1.7,45.1,99.2,110.5,45.2,90.1,64.9,80.4,37.3,124.5,121.6,124.8,18.2,11.89,-0.12,6.89,3.67,9.02,18.98,21.16,6.73,0.45,-6.89,-1.19,-6.25,-0.88,6.07,9.57,24.5,63.2,63.2,97.6,97.6,97.6,97.6,97.6,14958.5,14943.5,15180.5,15220.75,15084.5,14873,13975,14247.75,14497,14648.5,14498.5,14280.75,946,1155,878,641.25,552,774,2377,2630.75,3718,4007.5,4016.5,2522.5,2058.75,2280.75,1810.75,1227.25,1025,1443.25,71.4
2007,INDIANA,BOONE,5,-86.4679817,40.05156365,65,35.3,23.9,1.1,0,48.2,88.3,100.7,141.4,88.7,141.9,116.9,77,118.8,99.8,41.1,15.73,11.2,6.93,2.74,-3.11,13.25,15.25,25.48,4.1,1.59,-1.87,-4.72,-12.11,2.12,3.43,11.73,97.6,97.6,97.6,97.6,97.6,97.6,97.6,35.9,14721.75,14778.75,15168,15144,15265.5,15212.25,13888.25,14394.5,14448.75,14534,14613,14365,1114.25,1299.25,562.25,443.5,708.75,1155.75,2808.25,2854.5,4006.75,4214.5,3002.25,2290,2452.5,2499.25,1196.75,929.75,1349,1957.75,59
2008,INDIANA,BOONE,5,-86.4679817,40.05156365,82.9,44.9,3.3,0,0,39.9,88.2,119.5,88.2,76.6,128.4,70,124.4,133,65.8,154.7,21.34,10.27,3.39,1.54,1.11,7.68,17.13,20.5,9.33,0.17,-3.65,-8.07,-7.35,-1.76,4.61,8.35,14.3,42.2,73.5,73.5,73.5,97.6,94,97.6,14628.5,14935,15125.5,15082.75,14966,14796,13925.5,14080.25,14535,14612.5,14513.5,14266.5,1122.5,1063,986.75,564.5,536,682.5,2033.5,2664,3162,4231,4342.75,3238.5,2341.75,2327.75,2229.25,1094,970.5,1124,75
2009,INDIANA,BOONE,5,-86.4679817,40.05156365,61.9,38.5,0.9,0,2,62.9,85.4,120,58.7,54.2,144.4,32.4,73,70.3,169.7,148,18.42,9.08,3.01,-2.29,4.31,12.21,16.32,22.45,5.32,-0.48,-6.79,-11.72,-5.75,0.11,4.81,10.22,20,32.9,41.8,41.8,64.4,97.6,97.6,97.6,14450,15014,15107.5,14911.25,14907.25,14786.5,13806.25,14256.75,14586.75,14504,14453,14273.75,2079.5,1290.75,878.75,620,502.5,625.5,3280.25,3287.5,3137.5,3856.5,4591.5,2900.25,2336.75,2450.5,1758.25,1070.5,930.5,1048.25,77
